text,source,clean_text
"Thus the problem takes on a European dimension, no longer being limited to Central and Eastern-European countries.",europarl,thus problem takes european dimension longer limited central eastern european countries
Their reports fully address the political aims underlying expansion of cooperation.,europarl,reports fully address political aims underlying expansion cooperation
One striking feature of this is that the deadlines for the achievement of the standards are very long.,europarl,one striking feature deadlines achievement standards long
"I therefore voted in favour of a text on which political agreement has been reached in Council, and this will enable us to ensure the safe and effective monitoring of high activity sealed sources in the European Union.",europarl,therefore voted favour text political agreement reached council enable us ensure safe effective monitoring high activity sealed sources european union
"There are two problems on the horizon: one is a certain reticence on the part of industry. Sadly, this attitude still prevails.",europarl,two problems horizon one certain reticence part industry sadly attitude still prevails
"Secondly, the consumer can, simply and without charge, indicate his wish not to receive e-mail advertising from specific companies.",europarl,secondly consumer simply without charge indicate wish receive mail advertising specific companies
The Union has helped to ensure the active participation of developing countries and non-governmental organisations in the diplomatic conference which led to the establishment of the International Criminal Court.,europarl,union helped ensure active participation developing countries non governmental organisations diplomatic conference led establishment international criminal court
"It is also worth mentioning that the directive in actual fact gives concrete form to the political ambition always expressed in formal speeches: namely, that of being able to combine family and working life.",europarl,also worth mentioning directive actual fact gives concrete form political ambition always expressed formal speeches namely able combine family working life
"Some of those invited were from the countries that, at the time, had taken in many Hungarian refugees.",europarl,invited countries time taken many hungarian refugees
I am in favour of extending the operation of all educational programmes for young people.,europarl,favour extending operation educational programmes young people
"   Madam President, I too am not satisfied with the answer given by the President-in-Office, on the grounds that, even if the Presidency of the Council has not given priority to this issue during its term in office, I do believe – as probably everyone here in this House does – that we, in the European Union, live in a community founded upon values, and that violence aimed at children, which includes corporal punishment, really is a crime committed against them.",europarl,madam president satisfied answer given president office grounds even presidency council given priority issue term office believe probably everyone house european union live community founded upon values violence aimed children includes corporal punishment really crime committed
"Progress in a large number of areas must still be made in order to support and develop apprenticeship, which is dogged by a poor image in many European countries.",europarl,progress large number areas must still made order support develop apprenticeship dogged poor image many european countries
The European Environment Agency has implemented a management control system for monitoring the progress of its projects and the use of its resources in real time.,europarl,european environment agency implemented management control system monitoring progress projects use resources real time
"Fisheries agreements allow them to obtain financial resources in return for giving the Community fleet fishing rights on various perishable resources whose capture, processing and marketing, require specialist companies and methods that these countries do not have themselves.",europarl,fisheries agreements allow obtain financial resources return giving community fleet fishing rights various perishable resources whose capture processing marketing require specialist companies methods countries
"The most recent CIET? study concluded that, with the right legislative framework and with basic insurance for workers, these agencies could be employing 6.5 million people by 2010.",europarl,recent ciet study concluded right legislative framework basic insurance workers agencies could employing million people
"I also applaud the statement that you made in your priority objectives, in which you say your desire to complete the work of the IGC is dictated by respect for the values of democracy and transparency.",europarl,also applaud statement made priority objectives say desire complete work igc dictated respect values democracy transparency
"I think there is an urgent need to consider which budget lines can be used to create employment in Europe, which budget lines can be used to secure jobs and which budget lines destroy jobs.",europarl,think urgent need consider budget lines used create employment europe budget lines used secure jobs budget lines destroy jobs
"We had political, economic and financial instability - even a deep crisis - but now we have a very different picture.",europarl,political economic financial instability even deep crisis different picture
"All I wish to say is that I completely agree with Mr Schulz and that what we have heard today, in this House, is uncalled for.",europarl,wish say completely agree mr schulz heard today house uncalled
We believed that the majority in this House last December had sought to reconcile the various points of view indicated in good faith by all of the actors at that stage.,europarl,believed majority house last december sought reconcile various points view indicated good faith actors stage
"There are no squares named after Hitler, and no statues erected to commemorate Nazi killers.",europarl,squares named hitler statues erected commemorate nazi killers
"Can the Council inform us why Denmark is making this difference between a European Union and a Scandinavian award, and whether the Council will not deem this to be an obvious act of discrimination against winners of European awards?",europarl,council inform us denmark making difference european union scandinavian award whether council deem obvious act discrimination winners european awards
"Running parallel with the aims of the Committee on Culture is the report by Mrs Smet on open coordination in the field of employment and social affairs, which is being discussed today.",europarl,running parallel aims committee culture report mrs smet open coordination field employment social affairs discussed today
"It is well within our reach because we have a solid macroeconomic basis, to which we must now add the Lisbon Summit, in terms of human resources and new ideas regarding the market and the harnessing of technical skills and research.",europarl,well within reach solid macroeconomic basis must add lisbon summit terms human resources new ideas regarding market harnessing technical skills research
"Secondly, I would like to respond to what Mr Reinhard Rack said about the burden of the past.",europarl,secondly would like respond mr reinhard rack said burden past
"Besides the emergency aid, there can be no doubt that Serbia will also need, as Mr Moscovici has indicated, more comprehensive support, which will be implemented in association with the World Bank and the EIB among others.",europarl,besides emergency aid doubt serbia also need mr moscovici indicated comprehensive support implemented association world bank eib among others
"We wholeheartedly agree with you, Secretary-General: democracy is a universal value to which every human being has a right and this is the challenge that we need to take up in the Middle East, in Africa and elsewhere.",europarl,wholeheartedly agree secretary general democracy universal value every human right challenge need take middle east africa elsewhere
"They do so, secondly, because this budget makes inadequate provision for the major sectors in which action on a European scale would be effective: the aerospace and aeronautical industries, and indeed the major infrastructure projects.",europarl,secondly budget makes inadequate provision major sectors action european scale would effective aerospace aeronautical industries indeed major infrastructure projects
Do you not think that the parents have some responsibility in ensuring that their children go to school?,europarl,think parents responsibility ensuring children go school
"This extension is to be welcomed, but the Commission has failed to provide a solution on three points that were not resolved in the 1998 reform. These are: the establishment of compensation aid for small producers, as proposed by Parliament; a ban on the sale of olive oil mixed with other fats and labelling that does not mislead the consumer and which only gives the name 'olive oil' to products made from olives.",europarl,extension welcomed commission failed provide solution three points resolved reform establishment compensation aid small producers proposed parliament ban sale olive oil mixed fats labelling mislead consumer gives name olive oil products made olives
"A very important point of concern for smaller enterprises is the administrative burden, most of which is brought to bear by national and decentralised governments.",europarl,important point concern smaller enterprises administrative burden brought bear national decentralised governments
"My own colleagues have asked me to invite you, Madam President, in addition to this solemn moment, to open a book of condolence that we might also convey through that, at some appropriate time to the Congress, our interlocutor in US democracy, that in spite of the space which divides us across the Atlantic, we are resolutely united by the bonds of democracy and freedom and in the fight against terrorism.",europarl,colleagues asked invite madam president addition solemn moment open book condolence might also convey appropriate time congress interlocutor us democracy spite space divides us across atlantic resolutely united bonds democracy freedom fight terrorism
The negotiations of the World Trade Organisation are becoming increasingly important and are setting the standard for what we do.,europarl,negotiations world trade organisation becoming increasingly important setting standard
"The important objective achieved today must, in any case, be a new starting point for Serbia, which submitted its application in December 2009.",europarl,important objective achieved today must case new starting point serbia submitted application december
I find it truly bizarre how quickly this pro-European spirit has been lost.,europarl,find truly bizarre quickly pro european spirit lost
"I believe, in fact, that taking account of all the consequences of the transition to the single currency - which will require a costly levelling-out of the differences between the ins and the pre-ins - will have a significant impact on Community resources.",europarl,believe fact taking account consequences transition single currency require costly levelling differences ins pre ins significant impact community resources
Greece is one of the Member States which still face significant problems in properly implementing the directive.,europarl,greece one member states still face significant problems properly implementing directive
I hope that these two countries will finally be able to settle this land issue peacefully and to stop taking thousands of people wishing to live in peace hostage in this way.,europarl,hope two countries finally able settle land issue peacefully stop taking thousands people wishing live peace hostage way
"Since 2000, the European Initiative - later entitled the European Instrument for Democracy and Human Rights - has contributed EUR 29 million to support the Court directly or indirectly, notably through global civil society campaigns.",europarl,since european initiative later entitled european instrument democracy human rights contributed eur million support court directly indirectly notably global civil society campaigns
"I would like to hear the Commission say something about how this part of the negotiations is going, as I know there has been a certain amount of resistance with regard to this area.",europarl,would like hear commission say something part negotiations going know certain amount resistance regard area
"The fact is that, currently, the use of every substance is authorized for one or more crops in accordance with directions for use that are specifically laid down, and a maximum residue level (MRL) is set for each of them.",europarl,fact currently use every substance authorized one crops accordance directions use specifically laid maximum residue level mrl set
It is perfectly obvious that the recent tragedy in Beslan and the inauspicious predictions are yet another result of the break-up of the USSR and the fall of socialism.,europarl,perfectly obvious recent tragedy beslan inauspicious predictions yet another result break ussr fall socialism
"Although Parliament has the power to block the adoption of an act if it does not agree with the Council, sometimes this is not enough.",europarl,although parliament power block adoption act agree council sometimes enough
"However, we must point out that for fourteen consecutive years the European Court of Auditors has been unable to give an unqualified statement of assurance for the general European accounts.",europarl,however must point fourteen consecutive years european court auditors unable give unqualified statement assurance general european accounts
"This is the decision that has been taken by our group, whose chairman, it should be remembered, is the son of a fisherman who was killed at sea.",europarl,decision taken group whose chairman remembered fisherman killed
"The north of the Korean peninsula has become an enormous ghetto, incarcerating millions of Koreans, who, under the militaristic administration of their regime, can only dream of a free life.",europarl,north korean peninsula become enormous ghetto incarcerating millions koreans militaristic administration regime dream free life
On this basis it is generally gratifying that we shall be able to continue good pilot projects.,europarl,basis generally gratifying shall able continue good pilot projects
"I do not know if this is the reason that you made the reference, but I think that Tony Blair is one of the statesmen who have done a great deal for Europe, and a great deal for his country, and frankly I do not know if he would mind me saying this, but in many areas I find that he has restored credit and strength to the British political debate and to the European political debate.",europarl,know reason made reference think tony blair one statesmen done great deal europe great deal country frankly know would mind saying many areas find restored credit strength british political debate european political debate
"To be frank, it showed that the evaluation culture, which is a modern, necessary culture, is making progress.",europarl,frank showed evaluation culture modern necessary culture making progress
"However, it is important now to engage the Council, all partners and all institutions and to move in the same direction.",europarl,however important engage council partners institutions move direction
"But it is also important that we should continue our efforts, as the opinion advocates, on codetermination in general.",europarl,also important continue efforts opinion advocates codetermination general
"Mr President, ladies and gentlemen, the Alavanos, Mendiluce and Titley reports submitted to us on humanitarian aid and reconstruction in the countries of the former Yugoslavia are unsatisfactory.",europarl,mr president ladies gentlemen alavanos mendiluce titley reports submitted us humanitarian aid reconstruction countries former yugoslavia unsatisfactory
"For this reason, Mr President, I consider that this amendment should be withdrawn from the list of amendments we are voting on today.",europarl,reason mr president consider amendment withdrawn list amendments voting today
Their experiences might even enable us to make it easier for our own citizens – identifying as they will with them – to understand the benefits of legal migration to Europe.,europarl,experiences might even enable us make easier citizens identifying understand benefits legal migration europe
"I am referring to the fact that government discussions are underway, and six months after they are concluded, we must commence membership negotiations with the Baltic States.",europarl,referring fact government discussions underway six months concluded must commence membership negotiations baltic states
"We are told that it is aimed at protecting non-national investors who, it would appear, have a lot to fear from the states.",europarl,told aimed protecting non national investors would appear lot fear states
It is also real proof that the European Union is functioning with 25 Member States.,europarl,also real proof european union functioning member states
I have heard speakers saying that the only solution was to integrate the social protocol into the Treaty and establish a social Europe where decisions would be taken by majority voting.,europarl,heard speakers saying solution integrate social protocol treaty establish social europe decisions would taken majority voting
"As part of the Eastern Partnership, we also proposed upgrading our political relationships through association agreements with each partner - but only once they have fulfilled the relevant political reform criteria.",europarl,part eastern partnership also proposed upgrading political relationships association agreements partner fulfilled relevant political reform criteria
"Firstly, the committee deleted Amendment No 4 concerning Article 4, paragraph 1(b) of the Council proposal.",europarl,firstly committee deleted amendment concerning article paragraph b council proposal
"Listing and delisting were liable to affect innocent people too, people who were unaware of what was going on around them and unable to do anything about a situation that they generally stumbled upon by accident.",europarl,listing delisting liable affect innocent people people unaware going around unable anything situation generally stumbled upon accident
"I do not share this view either, and nor did the majority of the Legal Affairs Committee, because Mr Le Pen is still within the time limit for lodging an appeal.",europarl,share view either majority legal affairs committee mr pen still within time limit lodging appeal
This would be a symbolic gesture of reparation towards the nations from behind the former Iron Curtain.,europarl,would symbolic gesture reparation towards nations behind former iron curtain
"The Americans made a start with Project BioShield, and we want to know what the European Union is doing.",europarl,americans made start project bioshield want know european union
"The pressure of time which the Commission is exerting on the Council and Parliament in terms of taking a decision on the directive is completely inappropriate, as has already been pointed out.",europarl,pressure time commission exerting council parliament terms taking decision directive completely inappropriate already pointed
"It went on: 'many small hill and moorland farmers are crumbling under the pressures of grant changes, bureaucratic costs and low prices caused by competition from other countries.",europarl,went many small hill moorland farmers crumbling pressures grant changes bureaucratic costs low prices caused competition countries
"Everything shows, Madam President, that this new parliamentary institution set up in the Maastricht agreements, has started off in the right direction.",europarl,everything shows madam president new parliamentary institution set maastricht agreements started right direction
"I would ask you to consider, together with rapporteur Stauner, whether this topic is ready for a vote today.",europarl,would ask consider together rapporteur stauner whether topic ready vote today
"The Council has done well to lay open this subject to Europe and to the world and if we do not set down these values in a Charter of Fundamental Rights, in a European Constitution, then we shall construct a Europe without a solid, lasting base.",europarl,council done well lay open subject europe world set values charter fundamental rights european constitution shall construct europe without solid lasting base
"Of course, I cannot go into detail on all the recommendations contained in the report, but I would like to concentrate on one problem, namely that of individual responsibility.",europarl,course cannot go detail recommendations contained report would like concentrate one problem namely individual responsibility
"   Mr President, for clarification I will first read the amendment, ‘recognises the full right of women to participate freely in sports and encourages a greater participation of women in sport’.",europarl,mr president clarification first read amendment recognises full right women participate freely sports encourages greater participation women sport
"However, we seem to be falling into the trap of thinking that, whatever the problem, the EU has a solution.",europarl,however seem falling trap thinking whatever problem solution
"Here we find that although a study has now been produced which is already recorded by the competent experts internally, with the results of which, however, we are apparently not satisfied, we would also like an impact study, which quite simply shows what problems we are expecting to get through the Basel II legislation, and we would like today to have an impact study by the Commission, and the Council has also insisted that we should get one.",europarl,find although study produced already recorded competent experts internally results however apparently satisfied would also like impact study quite simply shows problems expecting get basel ii legislation would like today impact study commission council also insisted get one
"This is an immediate sign that Mr Bowis and myself, along with the Environmental Committee, are largely on the same wavelength, and I thank Mr Bowis for the very constructive collaboration of the past few months.",europarl,immediate sign mr bowis along environmental committee largely wavelength thank mr bowis constructive collaboration past months
"The best guarantee of stability, especially in international politics, is a healthy, sensible realism.",europarl,best guarantee stability especially international politics healthy sensible realism
Consumers are clearly demonstrating their demand for non-conventional medical products and treatments.,europarl,consumers clearly demonstrating demand non conventional medical products treatments
"It means that we become outlaws, that we abandon our rights to legal protection.",europarl,means become outlaws abandon rights legal protection
"The real challenge we face is that of employment, whether our own employment or that of the countries around us.",europarl,real challenge face employment whether employment countries around us
This would effectively guarantee genuine freedom of movement of people and goods within the European territory and would pave the way for strategic interconnection with the Mediterranean and Eastern European countries.,europarl,would effectively guarantee genuine freedom movement people goods within european territory would pave way strategic interconnection mediterranean eastern european countries
"Like anyone else, we are perfectly entitled to designate violations of human rights and freedoms, whether in Europe or anywhere else across the world, as topics worthy of debate.",europarl,like anyone else perfectly entitled designate violations human rights freedoms whether europe anywhere else across world topics worthy debate
Why did the Commission not think originally of allowing Member State Governments the opportunity to change the different scientific stations that would be recognized?,europarl,commission think originally allowing member state governments opportunity change different scientific stations would recognized
The rapporteur rightly points out that the criminals are entirely at home with computers and the most recent techniques.,europarl,rapporteur rightly points criminals entirely home computers recent techniques
"I would like to say that in Italy, considerable headway has been made in this sector; we are perhaps the first in Europe to have regulations encouraging us to take end-of-life vehicles off the market, but in our country the average age of cars on the road is rather high, and we therefore have serious concerns over the problems that this directive could entail for the market.",europarl,would like say italy considerable headway made sector perhaps first europe regulations encouraging us take end life vehicles market country average age cars road rather high therefore serious concerns problems directive could entail market
"In Greece, we have our second city, Thessaloniki, the symbol of all the Balkans, a city with a two-and-a-half thousand year history, which bears the name of Alexander the Great's sister, that is how far back it dates, a city which was the cultural capital of Europe ten years ago and which is in a terrible state.",europarl,greece second city thessaloniki symbol balkans city two half thousand year history bears name alexander great sister far back dates city cultural capital europe ten years ago terrible state
"   Ladies and gentlemen, before beginning our plenary sitting, I believe that, under the circumstances, the Presidency must make a short statement relating to the two tragic events that have taken place in two countries of the European Union.",europarl,ladies gentlemen beginning plenary sitting believe circumstances presidency must make short statement relating two tragic events taken place two countries european union
"It was also agreed that measures would be taken at a subsequent JHA Council, which took place on 26 and 27 February 2009.",europarl,also agreed measures would taken subsequent jha council took place february
That is why I am every bit as happy as you are about this marvellous package that Mr Moreira da Silva has put on the table after the most enormously hard work - something that I can confirm to my own group.,europarl,every bit happy marvellous package mr moreira silva put table enormously hard work something confirm group
"And should we not go for a Eurocontrol convention which can be modified faster to take account of technological, political or economic changes?",europarl,go eurocontrol convention modified faster take account technological political economic changes
"At the informal European Council meeting in Ghent on 19 October, EU Member States promoted the Convention procedure to prepare for further reform of the EU/EC Treaties.",europarl,informal european council meeting ghent october member states promoted convention procedure prepare reform ec treaties
"Mr President, I am very pleased to be able to speak at the end of our term of office, which is beginning to seem like the end of the academic year, when students finish their university classes and pleasantly say goodbye to each other, remembering certain students and teachers, and there is a generally friendly atmosphere.",europarl,mr president pleased able speak end term office beginning seem like end academic year students finish university classes pleasantly say goodbye remembering certain students teachers generally friendly atmosphere
"The problem lies not in the availability or otherwise of sufficient drinking water, but in the distribution of clean drinking water, unnecessary pollution, and the drive towards privatisation.",europarl,problem lies availability otherwise sufficient drinking water distribution clean drinking water unnecessary pollution drive towards privatisation
"As regards defending human rights, I have said and I will say it again, that the Council of the European Union will promote the defence of these rights on every occasion and in every situation at all levels – I could repeat a reply that I have already had occasion to give here in this House regarding a similar issue – not least where the United States are concerned.",europarl,regards defending human rights said say council european union promote defence rights every occasion every situation levels could repeat reply already occasion give house regarding similar issue least united states concerned
It is also good that our Member States have comprehensively ratified the treaty.,europarl,also good member states comprehensively ratified treaty
It should be clearly stated that rejection of the Treaty does not mean that the Irish people are opposed to the Union.,europarl,clearly stated rejection treaty mean irish people opposed union
"Finally, we are also looking forward to having the results of the pilot projects that the Commission has launched, which the Industry Ministers are to examine on 24 April.",europarl,finally also looking forward results pilot projects commission launched industry ministers examine april
It would be preferable if national governments channelled this money directly to their local governments without a European detour.,europarl,would preferable national governments channelled money directly local governments without european detour
"To those who look at structural unemployment problems in the European Union and who condemn the high levels of unemployment but who refuse to contemplate, through their votes in this House, a broadening of the tax base in areas such as energy, I would say: could they please tell us on the record where will we find the alternative resources to address the tax crisis in a number of states to do with structural problems and unemployment.",europarl,look structural unemployment problems european union condemn high levels unemployment refuse contemplate votes house broadening tax base areas energy would say could please tell us record find alternative resources address tax crisis number states structural problems unemployment
I think it is important for the European Parliament to improve its own structures for dealing with human rights issues.,europarl,think important european parliament improve structures dealing human rights issues
Consolidating stability and prosperity in the Western Balkans - Situation in Bosnia and Herzegovina (debate),europarl,consolidating stability prosperity western balkans situation bosnia herzegovina debate
"What is not so new, and the subject of repeated demands, is lifelong learning - which is something even the smallest Member States have done something about - as are the long overdue reforms to the European factory committee law, the legal protection of nursing and expectant mothers, and freedom of movement.",europarl,new subject repeated demands lifelong learning something even smallest member states done something long overdue reforms european factory committee law legal protection nursing expectant mothers freedom movement
"(PT) Mr President, Vice-President of the Commission, ladies and gentlemen, I shall start with the report by Mrs Roure, which I once again support in its efforts to reach a political agreement on the proposal for a Framework Decision on the protection of personal data in the framework of the third pillar that is not based on the lowest common denominator, a minimum level of data protection and serious shortcomings.",europarl,pt mr president vice president commission ladies gentlemen shall start report mrs roure support efforts reach political agreement proposal framework decision protection personal data framework third pillar based lowest common denominator minimum level data protection serious shortcomings
I believe it is very important to establish the connection between work and learning so that we can continue with lifelong learning.,europarl,believe important establish connection work learning continue lifelong learning
"   . – The European Commission should compile a timetable for the Member States, specifying who is going to achieve what, when and how.",europarl,european commission compile timetable member states specifying going achieve
"In my area, the environment, I can think of a number of subjects which could be put on the European Union's agenda using this instrument and, in particular, on the agenda of the Commission in its role as European government or executive.",europarl,area environment think number subjects could put european union agenda using instrument particular agenda commission role european government executive
"For millions flexicurity is a weasel word, a codeword for exploitation, insecurity and uncertainty.",europarl,millions flexicurity weasel word codeword exploitation insecurity uncertainty
"The lack of proper information - as stated in an internal, not to say secret Commission document, which concluded that the problem should not be aggravated - and the lack of controls are fuelling doubt and suspicion.",europarl,lack proper information stated internal say secret commission document concluded problem aggravated lack controls fuelling doubt suspicion
"B5-0644/2000 by Mr van den Berg and Mrs Kinnock, on behalf of the Group of the Party of European Socialists, on Fiji and the Solomon Islands.",europarl,b mr van den berg mrs kinnock behalf group party european socialists fiji solomon islands
Neither the military establishment that always directs political life in Turkey nor the Islamic party entertain any sympathy for this sort of impropriety.,europarl,neither military establishment always directs political life turkey islamic party entertain sympathy sort impropriety
"The other important matter is that he has been able to place a lot of existing employees in new posts, whereas all the posts should have been made vacant.",europarl,important matter able place lot existing employees new posts whereas posts made vacant
"Commissioner, I should like to take this opportunity to thank you personally for your hard and effective work in connection with the economic crisis in Greece.",europarl,commissioner like take opportunity thank personally hard effective work connection economic crisis greece
"Thirdly, we still import large quantities of beef from outside Europe.",europarl,thirdly still import large quantities beef outside europe
"It was very early on that we understood and took to heart the importance of social cohesion, self-determination and autonomy, not only in the city-states of ancient Greece but in the republics of medieval Italy, with not only the self-awareness of Spain, France, Poland and England, but also the colourful diversity of the ‘Holy Roman Empire of the German Nation’.",europarl,early understood took heart importance social cohesion self determination autonomy city states ancient greece republics medieval italy self awareness spain france poland england also colourful diversity holy roman empire german nation
"It is possible to separate GM crops both in the fields at harvest time, in the course of transportation and during processing.",europarl,possible separate gm crops fields harvest time course transportation processing
"In conclusion, and on reflection, I give the ombudsman 9 out of 10 for his first report, but I have to say I reduce the score for his pamphlet to 1 out of 10 and plead with somebody to make that more attractive so that the citizens know that they have the ombudsman and Parliament on their side.",europarl,conclusion reflection give ombudsman first report say reduce score pamphlet plead somebody make attractive citizens know ombudsman parliament side
"A Europe, a European Union, which is not so much in the service of the banks and multinationals as in the service of the common man, and plays a constructive role worldwide to strike a balance in the name of solidarity and to prevent and resolve conflict.",europarl,europe european union much service banks multinationals service common man plays constructive role worldwide strike balance name solidarity prevent resolve conflict
"In order to achieve this objective, the European Union must primarily focus on knowledge, innovation and investment in human capital, as well as on work aimed at eradicating disparities between levels of development in particular regions.",europarl,order achieve objective european union must primarily focus knowledge innovation investment human capital well work aimed eradicating disparities levels development particular regions
A ten-year phase-out is the best way of promoting the welfare of laying hens.,europarl,ten year phase best way promoting welfare laying hens
"If these interventions exceed a certain amount, each NCB will have to obtain the approval of the ECB.",europarl,interventions exceed certain amount ncb obtain approval ecb
"I would hope that, when this Parliament looks at those two reports, we act in a sensitive manner and make sure that we do not pass any resolution or any proclamation that can be used as evidence that here, in the European Union, we are anything other than an example, a shining beacon to the world of religious tolerance.",europarl,would hope parliament looks two reports act sensitive manner make sure pass resolution proclamation used evidence european union anything example shining beacon world religious tolerance
"B5-0038/2003 by Mrs Sauquillo Pérez del Arco, Mrs Carlotti, Mr Martínez Martínez, Mr Obiols i Germà and Mr Carnero González, on behalf of the Group of the Party of European Socialists: presidential elections and lack of respect for human rights in Equatorial Guinea;",europarl,b mrs sauquillo pérez arco mrs carlotti mr martínez martínez mr obiols germà mr carnero gonzález behalf group party european socialists presidential elections lack respect human rights equatorial guinea
"Mr President, the first draft of the Community's statement of policy on the use of primates in research was produced in 1994.",europarl,mr president first draft community statement policy use primates research produced
"In addition, the Member States have enacted extensive national legislation to maintain a high level of safety of offshore operations in Europe.",europarl,addition member states enacted extensive national legislation maintain high level safety offshore operations europe
This is reminiscent of the methods used by the Communist authorities against the opposition in Poland.,europarl,reminiscent methods used communist authorities opposition poland
"Therefore, the rapporteur and my good friend, Mr Naïr, are both justified in denouncing Europe' s lack of commitment to the Mediterranean region and Middle Eastern affairs.",europarl,therefore rapporteur good friend mr naïr justified denouncing europe lack commitment mediterranean region middle eastern affairs
"Overall, this report marks an important step in the direction of securing the future of cross-border policy in the EU and will make it possible for the German-speaking community in Belgium, as a border area, to further strengthen and improve its partnership with the border regions.",europarl,overall report marks important step direction securing future cross border policy make possible german speaking community belgium border area strengthen improve partnership border regions
"These barriers, whether technical, fiscal or legal, obstruct the finalisation of individual cross-border transactions and must be removed.",europarl,barriers whether technical fiscal legal obstruct finalisation individual cross border transactions must removed
When this Parliament debates such a matter in such an unsupported manner it undermines its own credibility.,europarl,parliament debates matter unsupported manner undermines credibility
I also hope that we can count on increased resources for adult education purposes.,europarl,also hope count increased resources adult education purposes
"All possible resources should be made available for this in a new form of funding, so that these two centres of growth can be connected to one another effectively.",europarl,possible resources made available new form funding two centres growth connected one another effectively
I would also draw Sir Leon Brittan's attention to the debate we have just held on the Bowe report.,europarl,would also draw sir leon brittan attention debate held bowe report
I am often shocked when I am in the United States at how often Europe is misunderstood and sometimes misrepresented.,europarl,often shocked united states often europe misunderstood sometimes misrepresented
"Moreover, all annual activity reports by Commission services are deemed by the Court to give reasonable assurance, with or without qualifications, that internal control systems ensure the legality and regularity of the underlying transactions.",europarl,moreover annual activity reports commission services deemed court give reasonable assurance without qualifications internal control systems ensure legality regularity underlying transactions
"This proposal lays down the conditions governing the exercise of the fundamental right of free movement and residence, which is conferred directly to every EU citizen by the Treaty and enshrined in the Charter of Fundamental Rights of the European Union.",europarl,proposal lays conditions governing exercise fundamental right free movement residence conferred directly every citizen treaty enshrined charter fundamental rights european union
"The Commission will ensure that the necessary clarifications are issued and that the negative consequences that you have highlighted, Mrs Doyle, will not occur.",europarl,commission ensure necessary clarifications issued negative consequences highlighted mrs doyle occur
"I am afraid I have used up my time so I cannot give the explanation of vote I was going to give, which was to say I am glad that my report was adopted in its entirety, bar one little mistake, which I think was when the EPP got its voting list wrong.",europarl,afraid used time cannot give explanation vote going give say glad report adopted entirety bar one little mistake think epp got voting list wrong
"I would especially like to thank our colleague, Mr Kacin, who put into this report not only a lot of work but also sense and heart.",europarl,would especially like thank colleague mr kacin put report lot work also sense heart
All the more reason to ensure that the exercise remains what it claims to be - an effort to provide information - and does not spill over into propaganda.,europarl,reason ensure exercise remains claims effort provide information spill propaganda
"But the key word is self-discipline, the ethics that everyone must freely accept in order to make sure that this parliamentary institution operates in utter transparency.",europarl,key word self discipline ethics everyone must freely accept order make sure parliamentary institution operates utter transparency
"This has nothing to do with the election now taking place, but relates to the fact that we have a common interest in ensuring that Russia can carry through its economic reforms successfully and become a stable Federation, because stability is also in our interest.",europarl,nothing election taking place relates fact common interest ensuring russia carry economic reforms successfully become stable federation stability also interest
"I would like to stress that the content of these rights must also refer to training, to ongoing learning, to health and to safety, to equality of opportunity, to the environment, to the incorporation of young people into the workplace.",europarl,would like stress content rights must also refer training ongoing learning health safety equality opportunity environment incorporation young people workplace
"(SV) Madam President, the important question now is how can we avoid new scandals and new risk situations.",europarl,sv madam president important question avoid new scandals new risk situations
"Fourthly, respect and tolerance and among the various communities that make up European society.",europarl,fourthly respect tolerance among various communities make european society
Government intervention is only justified to protect people from harm.,europarl,government intervention justified protect people harm
I refer of course to the fact that tonight my small country of Northern Ireland famously defeated the mighty football team of Spain at Windsor Park in Belfast.,europarl,refer course fact tonight small country northern ireland famously defeated mighty football team spain windsor park belfast
